run_timestamp,booking_type,outbound_date,outbound_from,outbound_to,outbound_departure,outbound_arrival,outbound_duration_min,return_date,return_from,return_to,return_departure,return_arrival,return_duration_min,price,airlines
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YTZ,18:30,19:56,86,2027-01-05,YTZ,YUL,,,,655,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YTZ,19:55,21:20,85,2027-01-05,YTZ,YUL,,,,690,Porter Airlines
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,17:10,18:55,105,2027-01-05,YYZ,YUL,,,,380,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,18:10,19:50,100,2027-01-05,YYZ,YUL,,,,380,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,20:00,21:35,95,2027-01-05,YYZ,YUL,,,,380,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,21:20,22:56,96,2027-01-05,YYZ,YUL,,,,380,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,20:00,21:40,100,2027-01-05,YYZ,YUL,,,,426,WestJet
2026-09-13T16:24:09,separate_return,,,,,,,2027-01-06,YYZ,YUL,06:20,07:50,90,165,Air Canada
2026-09-13T16:24:09,separate_return,,,,,,,2027-01-06,YTZ,YUL,10:40,11:55,75,226,Porter Airlines
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,17:10,18:55,105,2027-01-06,YYZ,YUL,,,,380,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,18:10,19:50,100,2027-01-06,YYZ,YUL,,,,380,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,20:00,21:35,95,2027-01-06,YYZ,YUL,,,,380,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,21:20,22:56,96,2027-01-06,YYZ,YUL,,,,380,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,20:00,21:40,100,2027-01-06,YYZ,YUL,,,,426,WestJet
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,17:10,18:55,105,2027-01-06,YTZ,YUL,,,,380,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,18:10,19:50,100,2027-01-06,YTZ,YUL,,,,380,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,20:00,21:35,95,2027-01-06,YTZ,YUL,,,,380,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,21:20,22:56,96,2027-01-06,YTZ,YUL,,,,380,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YYZ,20:00,21:40,100,2027-01-06,YTZ,YUL,,,,426,WestJet
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YTZ,18:30,19:56,86,2027-01-06,YTZ,YUL,,,,655,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YTZ,19:55,21:20,85,2027-01-06,YTZ,YUL,,,,690,Porter Airlines
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YTZ,18:30,19:56,86,2027-01-06,YYZ,YUL,,,,655,Air Canada
2026-09-13T16:24:09,roundtrip,2027-01-04,YUL,YTZ,19:55,21:20,85,2027-01-06,YYZ,YUL,,,,690,Porter Airlines
